Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Model Data
"AT&T Services, Inc.",TEXAS,1272509.44,DSL,18,1.5,1000,60,0,0,60,0,Yes
"AT&T Services, Inc.",TEXAS,636254.72,FTTH,24,3,1000,60,0,0,60,0,Yes
"AT&T Services, Inc.",TEXAS,159313.65,DSL,18,1.5,1000,60,0,0,60,0,Yes
"AT&T Services, Inc.",TEXAS,955881.9,DSL,1.5,0.384,150,49,0,0,49,0,No
"AT&T Services, Inc.",TEXAS,382352.76,DSL,1.5,1,1000,50,0,0,50,0,No
"AT&T Services, Inc.",TEXAS,1911763.8,FTTH,1000,940,Unlimited,119,0,0,119,0,Yes
"AT&T Services, Inc.",TEXAS,477940.95,FTTH,75,8,1000,80,0,0,80,0,Yes
"AT&T Services, Inc.",TEXAS,477940.95,DSL,75,8,1000,80,0,0,80,0,Yes
"AT&T Services, Inc.",TEXAS,1911763.8,DSL,3,1,150,54,0,0,54,0,Yes
"AT&T Services, Inc.",TEXAS,477940.95,DSL,45,6,1000,70,0,0,70,0,Yes
"AT&T Services, Inc.",TEXAS,1911763.8,FTTH,100,100,1000,99,0,0,99,0,Yes
"AT&T Services, Inc.",TEXAS,191176.38,FTTH,6,1,1000,50,0,0,50,0,Yes
"AT&T Services, Inc.",TEXAS,191176.38,DSL,6,1,1000,50,0,0,50,0,Yes
"AT&T Services, Inc.",TEXAS,1911763.8,DSL,6,1,150,59,0,0,59,0,Yes
"AT&T Services, Inc.",TEXAS,477940.95,FTTH,45,6,1000,70,0,0,70,0,Yes
"AT&T Services, Inc.",TEXAS,3181273.6,DSL,1.5,0.384,150,49,0,0,49,0,No
"Atlantic Broadband Finance, LLC",CONNECTICUT,41726.7578704385,Cable,250,20,Unlimited,84.99,0,2.75,87.74,0,Yes
"Atlantic Broadband Finance, LLC",CONNECTICUT,41726.7578704385,Cable,25,5,Unlimited,51.49,0,2.75,54.24,0,Yes
"Atlantic Broadband Finance, LLC",CONNECTICUT,41726.7578704385,Cable,100,10,Unlimited,59.99,0,2.75,62.74,0,Yes
"Atlantic Broadband Finance, LLC",FLORIDA,321879.349697312,Cable,250,20,Unlimited,84.99,0,2.75,87.74,0,Yes
"Atlantic Broadband Finance, LLC",FLORIDA,321879.349697312,Cable,100,10,Unlimited,59.99,0,2.75,62.74,0,Yes
"Atlantic Broadband Finance, LLC",FLORIDA,321879.349697312,Cable,25,5,Unlimited,51.49,0,2.75,54.24,0,Yes
Atlantic Telephone Membership Corporation,NORTH CAROLINA,41726.7578704385,Cable,200,20,Unlimited,85.95,0,1.2,87.15,0,Yes
Atlantic Telephone Membership Corporation,NORTH CAROLINA,10431.6894676096,DSL,6,0.5,Unlimited,49.95,1.2,0,51.15,0,Yes
Atlantic Telephone Membership Corporation,NORTH CAROLINA,10431.6894676096,Cable,6,0.5,Unlimited,49.95,0,1.2,51.15,0,Yes
Atlantic Telephone Membership Corporation,NORTH CAROLINA,41726.7578704385,Cable,50,5,Unlimited,66.95,0,1.2,68.15,0,Yes
Atlantic Telephone Membership Corporation,NORTH CAROLINA,41726.7578704385,Cable,100,20,Unlimited,74.95,0,1.2,76.15,0,Yes
Atlantic Telephone Membership Corporation,NORTH CAROLINA,23439.4773959043,FTTH,150,25,Unlimited,66.95,0,1.25,68.2,0,Yes
Atlantic Telephone Membership Corporation,NORTH CAROLINA,41726.7578704385,Cable,15,3,Unlimited,56.95,0,1.2,58.15,0,Yes
Atlantic Telephone Membership Corporation,NORTH CAROLINA,23439.4773959043,FTTH,400,40,Unlimited,74.95,0,1.25,76.2,0,Yes
Atlantic Telephone Membership Corporation,NORTH CAROLINA,23439.4773959043,FTTH,1000,100,Unlimited,85.95,0,1.25,87.2,0,Yes
Atlink Services,OKLAHOMA,13694.3686823042,Fixed wireless,6,6,Unlimited,85,0,0,85,0,Yes
Atlink Services,OKLAHOMA,13694.3686823042,Fixed wireless,1.5,1.5,Unlimited,44,0,0,44,0,No
Atlink Services,OKLAHOMA,13694.3686823042,Fixed wireless,5,3,Unlimited,70,0,0,70,0,Yes
Atlink Services,OKLAHOMA,13694.3686823042,Fixed wireless,3,1.5,Unlimited,50,0,0,50,0,Yes
Atlink Services,OKLAHOMA,13694.3686823042,Fixed wireless,3,3,Unlimited,60,0,0,60,0,Yes
Blue Spring Broadband,UTAH,13694.3686823042,Fixed wireless,15,3,300,44.95,0,0,44.95,0,Yes
Blue Spring Broadband,UTAH,13694.3686823042,Fixed wireless,5,2,300,34.95,0,0,34.95,0,Yes
Blue Spring Broadband,UTAH,13694.3686823042,Fixed wireless,2,1,25,20,0,0,20,0,Yes
Blue Spring Broadband,UTAH,13694.3686823042,Fixed wireless,10,2,300,39.95,0,0,39.95,0,Yes
BM Service Corp. dba Rock Solid Internet & Telephone,TEXAS,13694.3686823042,Fixed wireless,3,0.384,Unlimited,34.99,2.5,0,37.49,0,Yes
BM Service Corp. dba Rock Solid Internet & Telephone,TEXAS,13694.3686823042,Fixed wireless,50,2,Unlimited,99.99,2.5,0,102.49,0,Yes
BM Service Corp. dba Rock Solid Internet & Telephone,TEXAS,13694.3686823042,Fixed wireless,10,1,Unlimited,59.99,2.5,0,62.49,0,Yes
BM Service Corp. dba Rock Solid Internet & Telephone,TEXAS,13694.3686823042,Fixed wireless,100,2,Unlimited,149.99,2.5,0,152.49,0,Yes
BM Service Corp. dba Rock Solid Internet & Telephone,TEXAS,13694.3686823042,Fixed wireless,25,2,Unlimited,64.99,2.5,0,67.49,0,Yes
"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, Georgia d/b/a Dalton Utilities",GEORGIA,41726.7578704385,FTTH,25,10,Unlimited,36.45,0,0,36.45,7,Yes
"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, Georgia d/b/a Dalton Utilities",GEORGIA,41726.7578704385,FTTH,50,10,Unlimited,50.95,0,0,50.95,8,Yes
"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, Georgia d/b/a Dalton Utilities",GEORGIA,41726.7578704385,FTTH,75,10,Unlimited,65.45,0,0,65.45,9,Yes
"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, Georgia d/b/a Dalton Utilities",GEORGIA,41726.7578704385,FTTH,100,10,Unlimited,79.95,0,0,79.95,10,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,28,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,20,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,20,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,28,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,20,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,28,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,24,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,28,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,20,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,20,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,28,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,18,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384616,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,44,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384616,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,76,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,44,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,20,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,422,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,44,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,44,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,18,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,4.38461538461538,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,422,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,422,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,4.38461538461538,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,76,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,44,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,44,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,4.38461538461538,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,422,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,422,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,18,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,76,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384616,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384616,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384616,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,18,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,18,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,18,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,18,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,76,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,76,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,4.38461538461538,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,4.38461538461538,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,4.38461538461538,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,422,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,4.38461538461538,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,28,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,4.38461538461538,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384616,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,76,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,4.38461538461538,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,24,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,4.38461538461538,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,24,Fixed wireless,3,3,90,40,0,0,40,0,Yes
Borealis Broadband Inc,ALASKA,18,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,4.38461538461538,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,4.38461538461538,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,18,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,24,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,20,20,500,150,0,0,150,0,Yes
Borealis Broadband Inc,ALASKA,24,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,5,5,150,55,0,0,55,0,Yes
Borealis Broadband Inc,ALASKA,18,Fixed wireless,10,10,300,99,0,0,99,0,Yes
Borealis Broadband Inc,ALASKA,18,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,24,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,18,Fixed wireless,15,15,450,130,0,0,130,0,Yes
Borealis Broadband Inc,ALASKA,17.5384615384615,Fixed wireless,7,7,210,75,0,0,75,0,Yes
Brandenburg Telecom LLC,KENTUCKY,321879.349697312,DSL,5,1,Unlimited,39.95,0,0,39.95,0,Yes
Brandenburg Telecom LLC,KENTUCKY,321879.349697312,DSL,10,1,Unlimited,49.95,0,0,49.95,0,Yes
Brandenburg Telecom LLC,KENTUCKY,321879.349697312,DSL,25,3,Unlimited,59.95,0,0,59.95,0,Yes
BRISTOL TENNESSEE ESSENTIAL SERVICES,TENNESSEE,41726.7578704385,FTTH,30,5,Unlimited,49.95,0,0,49.95,0,Yes
BRISTOL TENNESSEE ESSENTIAL SERVICES,TENNESSEE,41726.7578704385,FTTH,10,2,Unlimited,39.95,0,0,39.95,0,Yes
BRISTOL TENNESSEE ESSENTIAL SERVICES,TENNESSEE,41726.7578704385,FTTH,1000,1000,Unlimited,299.95,0,0,299.95,0,Yes
BRISTOL TENNESSEE ESSENTIAL SERVICES,TENNESSEE,41726.7578704385,FTTH,60,15,Unlimited,59.95,0,0,59.95,0,Yes
BRISTOL TENNESSEE ESSENTIAL SERVICES,TENNESSEE,41726.7578704385,FTTH,80,20,Unlimited,69.95,0,0,69.95,0,Yes
BRISTOL TENNESSEE ESSENTIAL SERVICES,TENNESSEE,41726.7578704385,FTTH,2,0.512,Unlimited,16.95,0,0,16.95,0,Yes
"Buckeye Cablevision, Inc.",OHIO,321879.349697312,Cable,100,5,1000,115,0,0,115,0,Yes
"Buckeye Cablevision, Inc.",OHIO,321879.349697312,Cable,50,3,250,56.99,0,0,56.99,0,Yes
"Buckeye Cablevision, Inc.",OHIO,173319.011471036,Cable,10,1,10,19.99,0,0,19.99,0,Yes
"Buckeye Cablevision, Inc.",OHIO,173319.011471036,Cable,100,5,1000,115,0,0,115,0,Yes
"Buckeye Cablevision, Inc.",OHIO,173319.011471036,Cable,50,5,500,75,0,0,75,0,Yes
"Buckeye Cablevision, Inc.",OHIO,321879.349697312,Cable,10,1,10,19.99,0,0,19.99,0,Yes
"Buckeye Cablevision, Inc.",OHIO,321879.349697312,Cable,300,5,2000,250,0,0,250,0,Yes
"Buckeye Cablevision, Inc.",OHIO,321879.349697312,Cable,50,5,500,75,0,0,75,0,Yes
"Buckeye Cablevision, Inc.",OHIO,173319.011471036,Cable,300,5,2000,250,0,0,250,0,Yes
"Buckeye Cablevision, Inc.",OHIO,173319.011471036,Cable,50,3,250,56.99,0,0,56.99,0,Yes
"Cable One, Inc.",ALABAMA,41726.7578704385,Cable,200,10,1100,155,0,0,155,0,Yes
"Cable One, Inc.",ALABAMA,41726.7578704385,Cable,150,5,500,80,0,0,80,0,Yes
"Cable One, Inc.",ALABAMA,41726.7578704385,Cable,1000,50,1100,175,0,0,175,0,Yes
"Cable One, Inc.",ALABAMA,41726.7578704385,Cable,15,1,50,40,0,0,40,0,Yes
"Cable One, Inc.",ALABAMA,41726.7578704385,Cable,100,3,300,55,0,0,55,0,Yes
"Cable One, Inc.",ALABAMA,41726.7578704385,Cable,200,10,900,130,0,0,130,0,Yes
"Cable One, Inc.",ALABAMA,41726.7578704385,Cable,200,10,700,105,0,0,105,0,Yes
"Cable One, Inc.",ARIZONA,41726.7578704385,Cable,200,10,700,105,0,0,105,0,Yes
"Cable One, Inc.",ARIZONA,41726.7578704385,Cable,200,10,900,130,0,0,130,0,Yes
"Cable One, Inc.",ARIZONA,41726.7578704385,Cable,200,10,1100,155,0,0,155,0,Yes
"Cable One, Inc.",ARIZONA,41726.7578704385,Cable,100,3,300,55,0,0,55,0,Yes
"Cable One, Inc.",ARIZONA,41726.7578704385,Cable,150,5,500,80,0,0,80,0,Yes
"Cable One, Inc.",ARIZONA,41726.7578704385,Cable,15,1,50,40,0,0,40,0,Yes
"Cable One, Inc.",ARIZONA,41726.7578704385,Cable,1000,50,1100,175,0,0,175,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704387,Cable,200,10,700,105,0,0,105,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,1000,50,1100,175,0,0,175,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,200,10,900,130,0,0,130,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704387,Cable,200,10,900,130,0,0,130,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,15,1,50,40,0,0,40,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704387,Cable,200,10,1100,155,0,0,155,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704386,Cable,15,1,50,40,0,0,40,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704386,Cable,200,10,1100,155,0,0,155,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,100,3,300,55,0,0,55,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,100,3,300,55,0,0,55,0,Yes
"Cable One, Inc.",IDAHO,23439.4773959044,Cable,1000,50,1100,175,0,0,175,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704387,Cable,1000,50,1100,175,0,0,175,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,1000,50,1100,175,0,0,175,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704386,Cable,150,5,500,80,0,0,80,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704387,Cable,150,5,500,80,0,0,80,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,150,5,500,80,0,0,80,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704386,Cable,200,10,900,130,0,0,130,0,Yes
"Cable One, Inc.",IDAHO,23439.4773959044,Cable,200,10,900,130,0,0,130,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704386,Cable,100,3,300,55,0,0,55,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,200,10,900,130,0,0,130,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,15,1,50,40,0,0,40,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704386,Cable,200,10,700,105,0,0,105,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704387,Cable,15,1,50,40,0,0,40,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,1000,50,1100,175,0,0,175,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,200,10,900,130,0,0,130,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,200,10,1100,155,0,0,155,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,200,10,1100,155,0,0,155,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,15,1,50,40,0,0,40,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704387,Cable,100,3,300,55,0,0,55,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,200,10,700,105,0,0,105,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,200,10,700,105,0,0,105,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,100,3,300,55,0,0,55,0,Yes
"Cable One, Inc.",IDAHO,23439.4773959044,Cable,100,3,300,55,0,0,55,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,1000,50,1100,175,0,0,175,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704386,Cable,1000,50,1100,175,0,0,175,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,200,10,1100,155,0,0,155,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,200,10,1100,155,0,0,155,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,100,3,300,55,0,0,55,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,200,10,700,105,0,0,105,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,200,10,900,130,0,0,130,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,150,5,500,80,0,0,80,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,1000,50,1100,175,0,0,175,0,Yes
"Cable One, Inc.",IDAHO,23439.4773959044,Cable,15,1,50,40,0,0,40,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,200,10,700,105,0,0,105,0,Yes
"Cable One, Inc.",IDAHO,23439.4773959044,Cable,150,5,500,80,0,0,80,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,150,5,500,80,0,0,80,0,Yes
"Cable One, Inc.",IDAHO,23439.4773959044,Cable,200,10,700,105,0,0,105,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,15,1,50,40,0,0,40,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,150,5,500,80,0,0,80,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,200,10,1100,155,0,0,155,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,200,10,700,105,0,0,105,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,100,3,300,55,0,0,55,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,200,10,900,130,0,0,130,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,150,5,500,80,0,0,80,0,Yes
"Cable One, Inc.",IDAHO,23439.4773959044,Cable,200,10,1100,155,0,0,155,0,Yes
"Cable One, Inc.",IDAHO,41726.7578704385,Cable,15,1,50,40,0,0,40,0,Yes
"Cable One, Inc.",MINNESOTA,41726.7578704385,Cable,200,10,900,130,0,0,130,0,Yes
"Cable One, Inc.",MINNESOTA,41726.7578704385,Cable,200,10,700,105,0,0,105,0,Yes
"Cable One, Inc.",MINNESOTA,41726.7578704385,Cable,100,3,300,55,0,0,55,0,Yes
"Cable One, Inc.",MINNESOTA,41726.7578704385,Cable,150,5,500,80,0,0,80,0,Yes
